state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
RI,143,408,no,no,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,True,286,542.8,56.22,0.2517482517482518,0.019344141488577746
AR,109,510,no,no,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,False,295,725.2,66.8,0.423728813559322,0.013513513513513514
AZ,138,415,no,no,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,False,333,578.9,49.88999999999999,0.33633633633633636,0.016928657799274487
SC,73,415,no,no,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,False,209,554.4000000000001,57.95,0.215311004784689,0.015331890331890329
KY,21,415,no,no,0,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05,5,True,246,550.8,45.379999999999995,0.3861788617886179,0.020515613652868556
AL,148,415,no,yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,False,344,561.0,65.91,0.39244186046511625,0.014438502673796792
NE,103,408,no,no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,False,279,579.4000000000001,54.31999999999999,0.32616487455197135,0.014670348636520536
MT,143,408,no,yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,False,348,495.00000000000006,48.449999999999996,0.3333333333333333,0.015757575757575755
MN,79,408,no,yes,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,False,274,403.0,33.46,0.22627737226277372,0.010421836228287842
NV,89,415,no,no,0,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75,1,False,328,498.59999999999997,47.83,0.1798780487804878,0.02045728038507822
CA,120,415,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,False,299,647.5999999999999,72.81,0.36789297658862874,0.021309450277949355
UT,121,415,no,yes,41,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,9.6,3,2.59,1,False,298,613.9,66.39,0.3187919463087248,0.015637726014008795
IL,101,415,no,no,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,False,270,588.6,55.38999999999999,0.24444444444444444,0.022765885151206252
DC,115,408,no,no,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,False,309,712.0,68.92000000000002,0.36893203883495146,0.023033707865168538
IN,168,415,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,False,309,665.1,62.220000000000006,0.42394822006472493,0.014884979702300407
NM,90,415,no,no,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,False,288,458.0,50.04,0.3333333333333333,0.028384279475982533
MS,70,510,no,no,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,False,314,594.5,55.96000000000001,0.3343949044585987,0.021026072329688814
VT,138,415,no,no,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,False,350,630.2,68.57000000000001,0.3057142857142857,0.02094573151380514
VT,43,408,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,False,322,541.4,50.699999999999996,0.38819875776397517,0.023272995936461028
UT,117,510,no,yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,False,355,509.8999999999999,56.06,0.27605633802816903,0.017062169052755444
KY,108,408,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,False,320,398.29999999999995,35.34,0.328125,0.02736630680391665
VA,118,408,no,no,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,False,336,703.7,66.92,0.3541666666666667,0.014210601108426885
OH,169,408,no,no,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,False,347,458.40000000000003,47.11,0.3314121037463977,0.015706806282722512
AZ,62,408,no,yes,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,False,262,563.1,52.16,0.36259541984732824,0.018114011720831113
NY,86,510,no,no,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,False,345,456.29999999999995,37.82,0.36231884057971014,0.0
VA,44,408,no,no,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,False,300,585.1,62.519999999999996,0.39,0.018287472226969748
MD,111,510,no,no,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,True,262,533.9,50.67,0.33587786259541985,0.022476119123431355
MA,127,510,no,yes,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,False,282,567.7,50.94,0.4078014184397163,0.021490223709705828
IL,151,415,yes,no,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,False,306,702.4999999999999,67.63,0.22875816993464052,0.017651245551601427
LA,53,415,no,no,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,False,298,595.4,56.050000000000004,0.38926174496644295,0.01326839099764864
MO,15,415,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,False,268,520.9,48.33,0.376865671641791,0.016125935880207335
DC,123,408,no,yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,False,319,599.3,54.330000000000005,0.329153605015674,0.013015184381778743
PA,137,415,no,no,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,False,327,560.3000000000001,60.74,0.2324159021406728,0.02159557379975013
TN,106,415,no,no,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,False,351,553.9,50.85,0.4045584045584046,0.015165192272973462
NJ,88,510,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,False,290,523.2,49.59,0.4,0.014908256880733944
VA,106,415,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,False,303,703.8999999999999,72.55,0.39933993399339934,0.01676374485012076
TN,95,510,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,False,271,662.0,64.96,0.21033210332103322,0.014652567975830815
NJ,57,510,yes,no,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,True,237,488.7,42.71,0.2742616033755274,0.013095968897073871
WA,184,408,no,no,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,False,289,572.4,54.81,0.3217993079584775,0.022886093640810623
AR,109,510,no,no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,False,262,726.3,63.410000000000004,0.3893129770992366,0.013630731102850064
WI,127,415,no,no,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,False,359,582.3000000000001,61.589999999999996,0.2590529247910863,0.015799416108535115
WA,82,510,no,no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,False,323,629.3,71.02,0.37770897832817335,0.017003019227713332
RI,180,415,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,False,338,518.1,50.72,0.39644970414201186,0.019494306118509937
ME,174,415,no,no,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,False,274,670.8000000000001,65.7,0.35766423357664234,0.01073345259391771
CO,92,415,no,no,0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,2,True,259,698.5,67.77,0.23166023166023167,0.017609162491052256
CO,81,408,no,no,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,False,316,510.5,50.42,0.31329113924050633,0.03525954946131244
RI,125,408,no,no,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,True,281,447.99999999999994,43.12,0.38434163701067614,0.020535714285714286
CT,119,408,no,no,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,True,218,730.7,80.98,0.45871559633027525,0.012316956343232516
NC,122,415,no,no,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,False,220,596.8,61.959999999999994,0.39090909090909093,0.010723860589812334
WY,34,408,no,no,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,False,283,553.6,52.510000000000005,0.2826855123674912,0.02528901734104046
OR,138,415,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,True,335,712.4000000000001,73.36,0.3492537313432836,0.015019651880965747
FL,90,415,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,False,297,452.6,39.43,0.2760942760942761,0.028501988510826335
KY,73,408,no,no,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,False,292,537.4000000000001,49.36,0.4143835616438356,0.026423520655005577
SC,19,510,no,no,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,True,358,713.8999999999999,77.48,0.3240223463687151,0.013307185880375405
WA,120,408,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,False,280,700.0,71.42999999999999,0.4392857142857143,0.009857142857142858
MT,160,415,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,False,248,634.1000000000001,54.42,0.45564516129032256,0.02081690585081217
PA,141,510,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,False,363,563.4000000000001,52.31,0.3333333333333333,0.014554490592829247
MA,90,408,no,no,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,False,256,614.1,59.470000000000006,0.28125,0.019866471258752644
VT,72,415,no,no,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,False,310,617.0,57.06000000000001,0.3774193548387097,0.02058346839546191
MN,117,408,no,yes,21,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,False,314,563.4,57.71,0.35668789808917195,0.021121760738374157
IL,79,408,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,False,373,671.1,57.81000000000001,0.35924932975871315,0.012516763522574878
AR,87,408,no,no,0,185.8,119,31.59,192.3,83,16.35,200.0,96,9.0,6.6,4,1.78,1,False,302,584.7,58.72,0.39403973509933776,0.011287839917906618
MD,102,415,no,no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,False,270,640.1,61.61999999999999,0.2074074074074074,0.01702858928292454
MT,49,408,no,no,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,False,353,613.1999999999999,68.01,0.2577903682719547,0.014514024787997393
VT,67,408,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,False,328,686.5,74.03,0.32621951219512196,0.014566642388929352
CO,107,415,no,no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,False,284,523.8000000000001,52.550000000000004,0.352112676056338,0.012791141657121037
NC,190,408,no,no,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2,False,323,636.8,62.019999999999996,0.3126934984520124,0.014604271356783922
WA,118,510,no,no,0,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,False,286,478.20000000000005,44.08,0.27972027972027974,0.022584692597239647
TN,120,415,no,no,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,False,366,694.0999999999999,67.64999999999999,0.3633879781420765,0.024348076646016424
AR,94,408,no,no,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,False,308,448.79999999999995,45.980000000000004,0.37012987012987014,0.021390374331550804
DC,115,510,no,yes,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,False,279,625.5999999999999,66.18,0.2903225806451613,0.018382352941176475
MN,61,415,no,no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,False,295,681.3,67.92,0.2271186440677966,0.013210039630118891
IA,143,510,no,yes,33,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08,1,False,361,545.5,51.41,0.3601108033240997,0.014115490375802018
KS,110,510,no,no,0,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16,1,False,303,489.6,53.629999999999995,0.22772277227722773,0.016339869281045753
ND,104,415,no,no,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,False,303,564.1,50.04,0.30363036303630364,0.02145009750044318
MT,16,510,no,no,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,False,257,541.8,55.120000000000005,0.2529182879377432,0.019748984865263934
IL,183,510,no,no,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,False,314,482.0,45.62,0.2770700636942675,0.028008298755186723
DC,147,408,no,no,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,False,302,587.1999999999999,58.24,0.304635761589404,0.024523160762942784
KY,58,415,no,no,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,True,315,665.5999999999999,75.08,0.3682539682539683,0.013972355769230772
MS,102,510,yes,no,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24,3,False,245,627.3,68.67999999999999,0.3306122448979592,0.01912960306073649
TN,123,415,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,False,293,645.4,61.660000000000004,0.33447098976109213,0.019832661915091417
IA,64,415,no,yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,False,305,429.1,41.78999999999999,0.32786885245901637,0.01980890235376369
AK,103,510,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,False,214,655.4,64.17000000000002,0.2897196261682243,0.01190112908147696
MN,152,415,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1,True,230,604.5,75.39,0.2608695652173913,0.017204301075268817
WV,124,415,no,no,0,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46,1,True,319,673.4,79.39,0.3510971786833856,0.01900801900801901
OR,97,415,no,no,0,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,False,384,514.1,52.5,0.3151041666666667,0.02587045321921805
MS,131,415,no,no,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,True,336,577.5999999999999,53.099999999999994,0.28273809523809523,0.026835180055401666
ME,57,415,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,False,285,662.3000000000001,65.75,0.3684210526315789,0.016759776536312845
MN,157,510,no,no,0,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3,2,False,267,602.7,60.699999999999996,0.3445692883895131,0.01410320225651236
GA,194,510,no,no,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,False,382,599.3,60.55,0.2774869109947644,0.01968963791089605
DC,66,415,no,no,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,False,314,580.8,54.050000000000004,0.34076433121019106,0.013429752066115703
GA,155,510,no,no,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,False,316,567.5,48.54,0.2848101265822785,0.015154185022026432
NY,123,415,no,no,0,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48,4,True,321,496.4,48.23,0.32398753894080995,0.02598710717163578
OK,116,510,no,no,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,False,304,626.0,61.129999999999995,0.29605263157894735,0.011980830670926517
OK,63,415,no,no,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,False,338,620.0,56.51,0.23076923076923078,0.02064516129032258
GA,64,510,no,no,0,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08,3,False,314,619.1,65.98,0.2484076433121019,0.018413826522371182
NJ,96,510,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,False,328,590.6999999999999,56.28,0.3719512195121951,0.016590485864228885
MN,53,415,no,no,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1,False,288,576.1999999999999,57.24999999999999,0.3680555555555556,0.019784796945505036
ME,105,510,no,no,0,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,False,362,641.1,66.41,0.31215469613259667,0.013882389642801436
MI,53,510,no,yes,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2,False,319,610.7,58.88,0.3103448275862069,0.019649582446373014
MT,101,415,no,no,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,False,287,570.9,56.8,0.4529616724738676,0.02434752145734805
NE,129,510,no,yes,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,False,312,638.5999999999999,61.46,0.30448717948717946,0.014563106796116509
ND,122,408,no,no,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,True,382,748.0999999999999,75.25,0.36910994764397903,0.011763133270953083
VA,163,415,no,no,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,False,265,598.0999999999999,62.300000000000004,0.37735849056603776,0.021401103494398933
VT,93,408,no,no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,False,321,545.8,54.49999999999999,0.37383177570093457,0.02620007328691829
OH,115,510,yes,no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,True,302,778.0,88.97,0.2682119205298013,0.015167095115681236
AL,25,408,no,no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,True,230,720.5999999999999,78.67,0.34782608695652173,0.011656952539550377
DC,73,408,no,no,0,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,False,339,490.3,44.160000000000004,0.2713864306784661,0.011829492147664695
ND,120,415,no,no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78,2,False,279,693.0999999999999,67.3,0.3154121863799283,0.02019910546818641
TN,196,415,no,no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,False,304,571.5,52.93,0.2631578947368421,0.018022747156605425
DE,97,510,no,no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,True,324,747.2,74.92999999999999,0.2777777777777778,0.011777301927194861
NY,148,408,no,no,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,False,328,704.7,67.25,0.36585365853658536,0.015893287923939264
AL,85,408,no,yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,False,317,590.5,60.69,0.33753943217665616,0.01947502116850127
OK,86,510,yes,no,0,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08,2,True,353,469.69999999999993,50.69,0.37110481586402266,0.024270811156057063
MS,78,415,no,yes,13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,False,328,709.9999999999999,75.67,0.28353658536585363,0.009014084507042256
MD,106,415,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,False,250,495.6,58.68999999999999,0.356,0.03208232445520581
NE,147,415,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,False,334,814.2,81.19000000000001,0.3772455089820359,0.017317612380250553
AR,145,415,no,no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,True,334,738.0999999999999,77.46,0.26646706586826346,0.02181276249830647
IL,91,415,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,False,299,528.2,59.23,0.33444816053511706,0.018742900416508897
IN,81,408,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,False,327,668.4000000000001,63.46,0.37920489296636084,0.01002393776181927
UT,116,415,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,False,272,740.0,70.9,0.33088235294117646,0.01445945945945946
LA,69,415,no,yes,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,False,324,446.99999999999994,46.510000000000005,0.30246913580246915,0.013199105145413873
ID,135,510,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,False,282,528.7,53.9,0.46099290780141844,0.02231889540382069
KY,73,510,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,False,291,692.1999999999999,70.2,0.35051546391752575,0.012135221034383128
MI,48,415,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,False,351,517.0,60.51,0.25071225071225073,0.013733075435203095
NH,125,415,yes,no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,True,306,688.4,81.84,0.2549019607843137,0.017722254503195815
WV,100,415,no,no,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,False,296,547.3000000000001,57.269999999999996,0.34459459459459457,0.01991595103234058
OR,165,415,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,False,369,608.5,53.459999999999994,0.3794037940379404,0.02629416598192276
SD,64,415,no,no,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,False,292,544.4000000000001,55.940000000000005,0.3356164383561644,0.01965466568699485
MD,116,510,yes,yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,False,323,687.8000000000001,62.86999999999999,0.4241486068111455,0.010031986042454201
ND,147,408,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,True,254,585.2,56.120000000000005,0.42913385826771655,0.018967874231032123
TN,115,415,no,no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,False,341,690.7,66.38,0.3313782991202346,0.015925872303460258
MO,84,415,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,False,377,580.5,61.800000000000004,0.3660477453580902,0.012919896640826873
IL,86,510,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,False,335,618.0,56.77000000000001,0.31343283582089554,0.018770226537216828
UT,134,415,no,no,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,False,312,592.8,66.66,0.2724358974358974,0.018387314439946022
MI,105,415,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,True,292,624.6,66.37,0.363013698630137,0.018571886007044507
AR,88,408,no,no,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,False,337,593.1,55.35,0.35311572700296734,0.020232675771370764
TX,90,408,no,yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,False,286,529.0,55.68,0.17832167832167833,0.023818525519848772
AK,86,408,no,no,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,False,278,706.4,65.28999999999999,0.3057553956834532,0.017695356738391847
TN,37,415,no,no,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,False,337,550.3,62.10000000000001,0.37388724035608306,0.01235689623841541
NH,141,415,no,yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,True,313,821.8,90.12,0.2939297124600639,0.008152835239717694
NM,148,408,no,no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,False,337,651.0,61.19,0.4391691394658754,0.015053763440860216
MN,163,408,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,False,304,512.6,58.31,0.2993421052631579,0.024190401872805307
IA,89,415,no,yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,False,285,510.3,55.28999999999999,0.37894736842105264,0.023123652753282382
RI,63,415,no,no,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,False,300,653.6,63.56,0.42,0.016217870257037942
AL,102,415,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,False,290,562.3000000000001,50.809999999999995,0.36551724137931035,0.02240796727725413
NC,76,510,no,no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,False,292,603.9,60.44,0.3219178082191781,0.016559032952475575
SD,104,408,no,no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,False,250,561.5,56.39,0.368,0.01068566340160285
MT,109,510,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,False,280,656.8,61.74,0.29285714285714287,0.008982947624847748
HI,105,510,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,False,324,639.9,57.49999999999999,0.35802469135802467,0.01781528363806845
MT,63,415,no,yes,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,False,259,773.0,73.05,0.42857142857142855,0.015782664941785252
KY,105,415,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,False,329,778.5999999999999,79.55000000000001,0.3009118541033435,0.013871050603647576
DC,68,415,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,False,306,696.9,61.31999999999999,0.45751633986928103,0.016214664944755347
CO,63,408,yes,yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,False,306,519.7,50.49,0.3235294117647059,0.01924187030979411
MI,74,415,no,no,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,False,327,428.70000000000005,42.6,0.3486238532110092,0.02472591555866573
AL,76,415,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,False,266,602.6999999999999,61.23,0.31954887218045114,0.02057408329185333
KS,91,408,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,True,316,598.1,67.72,0.34810126582278483,0.020230730647048986
